dep;semaine;sursaud_cl_age_corona;Nbre_pass_Corona;Nbre_pass_tot;Nbre_hospit_Corona;Nbre_acte_corona;Nbre_acte_tot
971;2020-S11;C;0;344;0;;
971;2020-S11;D;0;126;0;;
971;2020-S11;E;0;177;0;;
971;2020-S12;0;5;1040;3;;
971;2020-S12;A;0;246;0;;
971;2020-S12;B;2;393;0;;
971;2020-S12;C;1;199;1;;
971;2020-S12;D;0;91;0;;
971;2020-S12;E;2;111;2;;
971;2020-S13;0;17;546;8;;
971;2020-S13;A;0;75;0;;
971;2020-S13;B;7;210;1;;
971;2020-S13;C;7;135;4;;
971;2020-S13;D;1;54;1;;
971;2020-S13;E;2;72;2;;
971;2020-S14;0;9;253;5;;
971;2020-S14;A;0;26;0;;
971;2020-S14;B;2;96;1;;
971;2020-S14;C;3;63;2;;
971;2020-S14;D;2;29;0;;
971;2020-S14;E;2;39;2;;
972;2020-S10;0;;;;0;1014
972;2020-S10;A;;;;0;217
972;2020-S10;B;;;;0;391
972;2020-S10;C;;;;0;196
972;2020-S10;D;;;;0;72
972;2020-S10;E;;;;0;138
972;2020-S11;0;;;;0;973
972;2020-S11;A;;;;0;268
972;2020-S11;B;;;;0;282
972;2020-S11;C;;;;0;197
972;2020-S11;D;;;;0;82
972;2020-S11;E;;;;0;144
972;2020-S12;0;;;;0;810
972;2020-S12;A;;;;0;193
972;2020-S12;B;;;;0;226
972;2020-S12;C;;;;0;174
972;2020-S12;D;;;;0;85
972;2020-S12;E;;;;0;132
972;2020-S13;0;;;;13;710
972;2020-S13;A;;;;3;99
972;2020-S13;B;;;;9;223
972;2020-S13;C;;;;1;167
972;2020-S13;D;;;;0;82
972;2020-S13;E;;;;0;139
972;2020-S14;0;;;;35;684
972;2020-S14;A;;;;3;92
972;2020-S14;B;;;;11;171
972;2020-S14;C;;;;15;180
972;2020-S14;D;;;;3;76
972;2020-S14;E;;;;3;165
973;2020-S10;0;1;2019;0;;
973;2020-S10;A;0;691;0;;
973;2020-S10;B;1;848;0;;
973;2020-S10;C;0;359;0;;
973;2020-S10;D;0;61;0;;
973;2020-S10;E;0;60;0;;
973;2020-S11;0;0;1893;0;;
973;2020-S11;A;0;621;0;;
973;2020-S11;B;0;826;0;;
973;2020-S11;C;0;324;0;;
973;2020-S11;D;0;66;0;;
973;2020-S11;E;0;56;0;;
973;2020-S12;0;2;1291;0;;
973;2020-S12;A;0;375;0;;
973;2020-S12;B;2;595;0;;
973;2020-S12;C;0;219;0;;
973;2020-S12;D;0;57;0;;
973;2020-S12;E;0;45;0;;
973;2020-S13;0;6;1062;1;;
973;2020-S13;A;1;252;0;;
973;2020-S13;B;1;504;0;;
973;2020-S13;C;3;206;0;;
973;2020-S13;D;1;58;1;;
973;2020-S13;E;0;42;0;;
973;2020-S14;0;17;1006;4;;
973;2020-S14;A;0;207;0;;
973;2020-S14;B;9;508;1;;
973;2020-S14;C;8;210;3;;
973;2020-S14;D;0;44;0;;
973;2020-S14;E;0;37;0;;
974;2020-S10;0;5;3654;5;;
974;2020-S10;A;1;944;1;;
974;2020-S10;B;2;1301;2;;
974;2020-S10;C;2;809;2;;
974;2020-S10;D;0;288;0;;
974;2020-S10;E;0;312;0;;
974;2020-S11;0;51;3454;48;;
974;2020-S11;A;4;904;4;;
974;2020-S11;B;21;1195;19;;
974;2020-S11;C;17;740;16;;
974;2020-S11;D;7;262;7;;
974;2020-S11;E;2;353;2;;
974;2020-S12;0;3;2294;1;;
974;2020-S12;A;0;530;0;;
974;2020-S12;B;2;731;1;;
974;2020-S12;C;1;550;0;;
974;2020-S12;D;0;226;0;;
974;2020-S12;E;0;257;0;;
974;2020-S13;0;40;1833;21;;
974;2020-S13;A;1;352;0;;
974;2020-S13;B;15;636;6;;
974;2020-S13;C;17;478;9;;
974;2020-S13;D;2;162;2;;
974;2020-S13;E;5;205;4;;
974;2020-S14;0;45;1796;33;;
974;2020-S14;A;4;262;1;;
974;2020-S14;B;10;668;6;;
974;2020-S14;C;15;478;11;;
974;2020-S14;D;6;180;6;;
974;2020-S14;E;10;208;9;;
975;2020-S10;0;;;;;
975;2020-S10;A;;;;;
975;2020-S10;B;;;;;
975;2020-S10;C;;;;;
975;2020-S10;D;;;;;
975;2020-S10;E;;;;;
975;2020-S11;0;;;;;
975;2020-S11;A;;;;;
975;2020-S11;B;;;;;
975;2020-S11;C;;;;;
975;2020-S11;D;;;;;
975;2020-S11;E;;;;;
975;2020-S12;0;;;;;
975;2020-S12;A;;;;;
975;2020-S12;B;;;;;
975;2020-S12;C;;;;;
975;2020-S12;D;;;;;
975;2020-S12;E;;;;;
975;2020-S13;0;;;;;
975;2020-S13;A;;;;;
975;2020-S13;B;;;;;
975;2020-S13;C;;;;;
975;2020-S13;D;;;;;
975;2020-S13;E;;;;;
975;2020-S14;0;;;;;
975;2020-S14;A;;;;;
975;2020-S14;B;;;;;
975;2020-S14;C;;;;;
975;2020-S14;D;;;;;
975;2020-S14;E;;;;;
976;2020-S10;0;0;892;0;;
976;2020-S10;A;0;350;0;;
976;2020-S10;B;0;360;0;;
976;2020-S10;C;0;133;0;;
976;2020-S10;D;0;29;0;;
976;2020-S10;E;0;20;0;;
976;2020-S11;0;0;894;0;;
976;2020-S11;A;0;340;0;;
976;2020-S11;B;0;377;0;;
976;2020-S11;C;0;117;0;;
976;2020-S11;D;0;33;0;;
976;2020-S11;E;0;27;0;;
976;2020-S12;0;8;655;1;;
976;2020-S12;A;0;229;0;;
976;2020-S12;B;4;266;0;;
976;2020-S12;C;3;116;1;;
976;2020-S12;D;1;34;0;;
976;2020-S12;E;0;10;0;;
976;2020-S13;0;61;469;9;;
976;2020-S13;A;5;119;0;;
976;2020-S13;B;34;228;5;;
976;2020-S13;C;16;88;2;;
976;2020-S13;D;4;26;1;;
976;2020-S13;E;2;8;1;;
976;2020-S14;0;68;595;15;;
976;2020-S14;A;3;147;1;;
976;2020-S14;B;36;278;3;;
976;2020-S14;C;23;118;7;;
976;2020-S14;D;5;30;3;;
976;2020-S14;E;1;22;1;;
977;2020-S10;0;0;159;0;;
977;2020-S10;A;0;15;0;;
977;2020-S10;B;0;84;0;;
977;2020-S10;C;0;53;0;;
977;2020-S10;D;0;2;0;;
977;2020-S10;E;0;5;0;;
977;2020-S11;0;0;178;0;;
977;2020-S11;A;0;15;0;;
977;2020-S11;B;0;88;0;;
977;2020-S11;C;0;49;0;;
977;2020-S11;D;0;12;0;;
977;2020-S11;E;0;14;0;;
977;2020-S12;0;0;96;0;;
977;2020-S12;A;0;4;0;;
977;2020-S12;B;0;44;0;;
977;2020-S12;C;0;37;0;;
977;2020-S12;D;0;6;0;;
977;2020-S12;E;0;5;0;;
977;2020-S13;0;1;80;1;;
977;2020-S13;A;0;9;0;;
977;2020-S13;B;1;39;1;;
977;2020-S13;C;0;28;0;;
977;2020-S13;D;0;3;0;;
977;2020-S13;E;0;1;0;;
977;2020-S14;0;1;80;1;;
977;2020-S14;A;0;11;0;;
977;2020-S14;B;1;36;1;;
977;2020-S14;C;0;21;0;;
977;2020-S14;D;0;4;0;;
977;2020-S14;E;0;8;0;;
978;2020-S10;0;0;203;0;;
978;2020-S10;A;0;44;0;;
978;2020-S10;B;0;95;0;;
978;2020-S10;C;0;41;0;;
978;2020-S10;D;0;12;0;;
978;2020-S10;E;0;11;0;;
978;2020-S11;0;2;221;0;;
978;2020-S11;A;1;48;0;;
978;2020-S11;B;1;101;0;;
978;2020-S11;C;0;51;0;;
978;2020-S11;D;0;11;0;;
978;2020-S11;E;0;10;0;;
978;2020-S12;0;3;99;0;;
978;2020-S12;A;0;20;0;;
978;2020-S12;B;3;45;0;;
978;2020-S12;C;0;23;0;;
978;2020-S12;D;0;4;0;;
978;2020-S12;E;0;7;0;;
978;2020-S13;0;12;67;8;;
978;2020-S13;A;1;6;1;;
978;2020-S13;B;0;26;0;;
978;2020-S13;C;10;25;6;;
978;2020-S13;D;1;8;1;;
978;2020-S13;E;0;2;0;;
978;2020-S14;0;5;88;4;;
978;2020-S14;A;0;8;0;;
978;2020-S14;B;3;44;2;;
978;2020-S14;C;2;22;2;;
978;2020-S14;D;0;7;0;;
978;2020-S14;E;0;7;0;;
